ImageNames,date,POT,Temperature,Irradiance,OT
20180309093500.jpg,2018/3/9 9:35,-0.58,-7.3,283,18.993
20180309094000.jpg,2018/3/9 9:40,-0.203333333,-7.133333333,300.3333333,20.02186667
20180309094500.jpg,2018/3/9 9:45,-0.09,-6.95,327,22.1227
20180309095000.jpg,2018/3/9 9:50,0.49,-6.7,345,19.6434
20180309095500.jpg,2018/3/9 9:55,2.69,-6.35,442,32.6401
20180309100000.jpg,2018/3/9 10:00,4.435,-6.25,484,32.3254
20180309100500.jpg,2018/3/9 10:05,5.68,-6.2,405.5,34.5636
20180309101000.jpg,2018/3/9 10:10,5.95,-5.7,598,36.5631
20180309101500.jpg,2018/3/9 10:15,6.545,-5.45,476.5,33.9193
20180309102000.jpg,2018/3/9 10:20,5.66,-5.85,351,24.2756
20180309102500.jpg,2018/3/9 10:25,3.545,-6.05,347,23.90915
20180309103000.jpg,2018/3/9 10:30,2.585,-6.05,332,22.1371
20180309103500.jpg,2018/3/9 10:35,1.78,-6,332,20.8042
20180309104000.jpg,2018/3/9 10:40,1.585,-5.7,339.5,21.64315
20180309104500.jpg,2018/3/9 10:45,1.42,-5.85,346,22.38995
20180309105000.jpg,2018/3/9 10:50,1.52,-6,325,21.9809
20180309105500.jpg,2018/3/9 10:55,1.69,-5.6,328.5,21.0606
20180309110000.jpg,2018/3/9 11:00,2.035,-5.5,399.5,26.159
20180309110500.jpg,2018/3/9 11:05,2.94,-5.35,449,29.5131
20180309111000.jpg,2018/3/9 11:10,3.28,-5,372,27.4831
20180309111500.jpg,2018/3/9 11:15,4.045,-5.2,484,37.0402
20180309112000.jpg,2018/3/9 11:20,5.055,-5.2,563,40.204
20180309112500.jpg,2018/3/9 11:25,6.775,-4.9,419,37.06585
20180309113000.jpg,2018/3/9 11:30,4.64,-5,375,25.7924
20180309113500.jpg,2018/3/9 11:35,3.97,-5.033333333,432.6666667,28.8933
20180309114000.jpg,2018/3/9 11:40,3.87,-4.9,431,28.9675
20180309114500.jpg,2018/3/9 11:45,3.66,-5.2,379,26.3825
20180309115000.jpg,2018/3/9 11:50,2.7,-5.4,374,23.86665
20180309115500.jpg,2018/3/9 11:55,2.385,-5.2,375,23.5916
20180309120000.jpg,2018/3/9 12:00,2.76,-5.2,461,31.6338
20180309120500.jpg,2018/3/9 12:05,5.44,-4.8,528.3333333,38.91863333
20180309121000.jpg,2018/3/9 12:10,5.93,-4.9,416,29.5681
20180309121500.jpg,2018/3/9 12:15,4.6,-5,368,24.7499
20180309122000.jpg,2018/3/9 12:20,3.42,-5.05,394.5,28.05685
20180309122500.jpg,2018/3/9 12:25,3.69,-4.8,424.5,29.1197
20180309123000.jpg,2018/3/9 12:30,5.04,-4.75,469.5,34.4946
20180309123500.jpg,2018/3/9 12:35,4.85,-5,351,28.3712
20180309124000.jpg,2018/3/9 12:40,4.215,-5.1,367,30.6132
20180309124500.jpg,2018/3/9 12:45,4.6,-4.9,592,37.7265
20180309125000.jpg,2018/3/9 12:50,7.105,-4.55,532,41.3107
20180309125500.jpg,2018/3/9 12:55,6.306666667,-4.766666667,389,29.68733333
20180309130000.jpg,2018/3/9 13:00,4.505,-4.9,373.5,28.0099
20180309130500.jpg,2018/3/9 13:05,4.6,-4.4,464,36.2295
20180309131000.jpg,2018/3/9 13:10,5.66,-4.65,408,31.26805
20180309131500.jpg,2018/3/9 13:15,5.535,-4.65,416.5,30.3849
20180309132000.jpg,2018/3/9 13:20,5.01,-4.6,413,28.1754
20180309132500.jpg,2018/3/9 13:25,4.15,-4.5,318,22.91585
20180309133000.jpg,2018/3/9 13:30,3.285,-4.75,330.5,22.6267
20180309133500.jpg,2018/3/9 13:35,3.16,-4.5,332,25.6442
20180309134000.jpg,2018/3/9 13:40,3.36,-4.533333333,453,29.13886667
20180309134500.jpg,2018/3/9 13:45,4.795,-4.35,501.5,34.4344
20180309135000.jpg,2018/3/9 13:50,5.12,-4.2,523,35.7399
20180309135500.jpg,2018/3/9 13:55,6.61,-4,464.5,32.7463
20180309140000.jpg,2018/3/9 14:00,6.065,-3.9,496.5,35.65215
20180309140500.jpg,2018/3/9 14:05,6.12,-4.1,456,30.3638
20180309141000.jpg,2018/3/9 14:10,4.495,-3.95,411,29.65275
20180309141500.jpg,2018/3/9 14:15,4.1,-4,405,28.4788
20180309142000.jpg,2018/3/9 14:20,3.483333333,-4.133333333,368.3333333,26.0535
20180309142500.jpg,2018/3/9 14:25,3.05,-3.8,387,30.4346
20180309143000.jpg,2018/3/9 14:30,3.29,-4.033333333,259.3333333,21.04393333
20180309143500.jpg,2018/3/9 14:35,1.72,-4.4,212,14.4401
20180309144000.jpg,2018/3/9 14:40,0.68,-4.4,208,13.3443
20180309144500.jpg,2018/3/9 14:45,-0.086666667,-4.333333333,238.3333333,15.3859
20180309145000.jpg,2018/3/9 14:50,0.22,-4.1,256,16.3513
20180309145500.jpg,2018/3/9 14:55,0.26,-4.4,196,12.2839
20180309150000.jpg,2018/3/9 15:00,-0.5,-4.1,162,9.4609
20180309150500.jpg,2018/3/9 15:05,-1.15,-4.233333333,157.3333333,9.388333333
20180309151000.jpg,2018/3/9 15:10,-1.375,-4.4,161,10.11085
20180309151500.jpg,2018/3/9 15:15,-1.58,-4.4,164,9.8887
20180309152000.jpg,2018/3/9 15:20,-1.695,-4.3,180.5,11.15945
20180309152500.jpg,2018/3/9 15:25,-1.445,-4.35,173.5,11.3197
20180309153000.jpg,2018/3/9 15:30,-1.74,-4.3,151.5,9.54675
20180309153500.jpg,2018/3/9 15:35,-2.205,-4.4,138.5,8.68445
20180309154000.jpg,2018/3/9 15:40,-2.595,-4.4,117.5,7.65935
20180309154500.jpg,2018/3/9 15:45,-2.89,-4.4,119,7.7523
20180309155000.jpg,2018/3/9 15:50,-2.77,-4.5,107.5,7.4723
20180309155500.jpg,2018/3/9 15:55,-2.975,-4.5,98.5,6.63965
20180309160000.jpg,2018/3/9 16:00,-3.39,-4.6,90,6.4658
20180309160500.jpg,2018/3/9 16:05,-3.55,-4.65,98.5,7.69405
20180309161000.jpg,2018/3/9 16:10,-3.5,-4.6,116.5,9.43505
20180309161500.jpg,2018/3/9 16:15,-3.37,-4.7,108,8.2738
20180309162000.jpg,2018/3/9 16:20,-3.83,-4.9,92,7.5199
20180309162500.jpg,2018/3/9 16:25,-4.05,-4.9,79.5,6.43015
20180309163000.jpg,2018/3/9 16:30,-4.27,-4.9,67,5.3404
20180310090500.jpg,2018/3/10 9:05,1.35,-8.8,420,33.545
20180310091000.jpg,2018/3/10 9:10,1.76,-8.55,435,34.5453
20180310091500.jpg,2018/3/10 9:15,2.255,-8.7,446.5,35.2972
20180310092000.jpg,2018/3/10 9:20,2.57,-9.2,463,36.0776
20180310092500.jpg,2018/3/10 9:25,2.845,-9.1,468.5,36.3416
20180310093000.jpg,2018/3/10 9:30,3.665,-8.6,496.5,37.70105
20180310093500.jpg,2018/3/10 9:35,4.01,-7.5,507,37.9384
20180310094000.jpg,2018/3/10 9:40,2.88,-8.15,520.5,37.1112
20180310094500.jpg,2018/3/10 9:45,2.56,-7.5,597,41.8185
20180310095000.jpg,2018/3/10 9:50,3.2,-7.9,568,41.8199
20180310095500.jpg,2018/3/10 9:55,3.93,-7.7,556.5,39.5865
20180310100000.jpg,2018/3/10 10:00,3.44,-7.65,543,39.42105
20180310100500.jpg,2018/3/10 10:05,4.97,-7.7,542,39.4471
20180310101000.jpg,2018/3/10 10:10,5.66,-7.05,607.5,44.12925
20180310101500.jpg,2018/3/10 10:15,6.05,-6.5,592,42.7067
20180310102000.jpg,2018/3/10 10:20,5.3,-7.133333333,581.3333333,40.94526667
20180310102500.jpg,2018/3/10 10:25,5.74,-6.65,566.5,42.35965
20180310103000.jpg,2018/3/10 10:30,6.673333333,-6.3,554.3333333,42.6282
20180310103500.jpg,2018/3/10 10:35,8.04,-5.8,573,44.3086
20180310104000.jpg,2018/3/10 10:40,7.91,-5.5,581,44.8713
20180310104500.jpg,2018/3/10 10:45,7.365,-5.85,631,43.5603
20180310105000.jpg,2018/3/10 10:50,8.3,-5.7,635,49.7756
20180310105500.jpg,2018/3/10 10:55,9.15,-5.8,620.5,49.3449
20180310110000.jpg,2018/3/10 11:00,9.705,-5.75,583,47.805
20180310110500.jpg,2018/3/10 11:05,10.68,-5.5,605,47.9017
20180310111000.jpg,2018/3/10 11:10,10.81,-5,613,46.5097
20180310111500.jpg,2018/3/10 11:15,8.84,-5.6,640,48.4968
20180310112000.jpg,2018/3/10 11:20,9.68,-5.2,598,47.2294
20180310112500.jpg,2018/3/10 11:25,9.25,-5.5,466.5,44.38615
20180310113000.jpg,2018/3/10 11:30,7.74,-5.2,576,42.764
20180310113500.jpg,2018/3/10 11:35,8.583333333,-4.9,573,44.32343333
20180310114000.jpg,2018/3/10 11:40,10.66,-4.5,649,48.5117
20180310114500.jpg,2018/3/10 11:45,11.45,-4.8,556,43.3579
20180310115000.jpg,2018/3/10 11:50,9.835,-4.5,481.5,40.3568
20180310115500.jpg,2018/3/10 11:55,10.22,-5.4,581.5,40.6596
20180310120000.jpg,2018/3/10 12:00,11.045,-4.3,635.5,46.89235
20180310120500.jpg,2018/3/10 12:05,12.38,-4.7,641,46.41485
20180310121000.jpg,2018/3/10 12:10,12.115,-4.3,515.5,37.44035
20180310121500.jpg,2018/3/10 12:15,9.22,-5,425,25.1169
20180310122000.jpg,2018/3/10 12:20,6.505,-5.2,417,25.1825
20180310122500.jpg,2018/3/10 12:25,4.495,-5.85,501.5,33.62985
20180310123000.jpg,2018/3/10 12:30,5.605,-5,376,24.35865
20180310123500.jpg,2018/3/10 12:35,3.29,-5,359,22.3876
20180310124000.jpg,2018/3/10 12:40,2.88,-4.95,464,25.4552
20180310124500.jpg,2018/3/10 12:45,3.74,-5.2,503,34.9627
20180310125000.jpg,2018/3/10 12:50,6.16,-4.2,618.5,42.59755
20180310125500.jpg,2018/3/10 12:55,9.683333333,-3.666666667,657,41.30276667
20180310130000.jpg,2018/3/10 13:00,10.63,-3.35,555.5,34.762
20180310130500.jpg,2018/3/10 13:05,8.37,-3.8,540,38.7037
20180310131000.jpg,2018/3/10 13:10,6.59,-3.75,676,40.35835
20180310131500.jpg,2018/3/10 13:15,6.59,-4.3,661,44.1988
20180310132000.jpg,2018/3/10 13:20,7.95,-3.6,642,48.4685
20180310132500.jpg,2018/3/10 13:25,9.485,-3.4,618,48.19635
20180310133000.jpg,2018/3/10 13:30,10.45333333,-3.833333333,682.6666667,49.1224
20180310133500.jpg,2018/3/10 13:35,10.53,-4.2,726,50.0808
20180310134000.jpg,2018/3/10 13:40,9.293333333,-3.933333333,498,36.24683333
20180310134500.jpg,2018/3/10 13:45,6.85,-4.3,537.5,33.044
20180310135000.jpg,2018/3/10 13:50,5.97,-4,527,35.6575
20180310135500.jpg,2018/3/10 13:55,5.17,-4.2,488.5,28.5497
20180310140000.jpg,2018/3/10 14:00,3.94,-4.5,339.5,25.59415
20180310140500.jpg,2018/3/10 14:05,4.76,-4,500,35.4246
20180310141000.jpg,2018/3/10 14:10,5.13,-3.95,340,28.87285
20180310141500.jpg,2018/3/10 14:15,3.87,-3.8,446,32.355
20180310142000.jpg,2018/3/10 14:20,4.85,-3.666666667,436,34.77746667
20180310142500.jpg,2018/3/10 14:25,4.43,-4.4,535,30.1217
20180310143000.jpg,2018/3/10 14:30,5.336666667,-4.433333333,388.6666667,29.29303333
20180310143500.jpg,2018/3/10 14:35,3.93,-4.55,381,31.61225
20180310144000.jpg,2018/3/10 14:40,2.56,-4.8,355,27.3471
20180310144500.jpg,2018/3/10 14:45,2.083333333,-4.633333333,283,22.74816667
20180310145000.jpg,2018/3/10 14:50,0.05,-4.8,221,16.1669
20180310145500.jpg,2018/3/10 14:55,-0.995,-4.75,295,18.6007
20180310150000.jpg,2018/3/10 15:00,-0.71,-4.7,170,17.9894
20180310150500.jpg,2018/3/10 15:05,0.496666667,-4.566666667,381.6666667,29.34023333
20180310151000.jpg,2018/3/10 15:10,1.585,-4.6,375,29.019
20180310151500.jpg,2018/3/10 15:15,2.41,-4.45,374.5,29.44415
20180310152000.jpg,2018/3/10 15:20,2.605,-4.55,372.5,29.52815
20180310152500.jpg,2018/3/10 15:25,2.565,-4.35,289.5,23.773
20180310153000.jpg,2018/3/10 15:30,2.24,-4,352,27.6438
20180310153500.jpg,2018/3/10 15:35,2.43,-4.25,324,25.69065
20180310154000.jpg,2018/3/10 15:40,1.765,-4.4,303,23.75235
20180310154500.jpg,2018/3/10 15:45,1.12,-4.4,298,23.2889
20180310155000.jpg,2018/3/10 15:50,0.35,-4.5,282,23.022
20180310155500.jpg,2018/3/10 15:55,0.315,-4.35,263.5,21.8009
20180310160000.jpg,2018/3/10 16:00,0.04,-4.4,253,20.5707
20180310160500.jpg,2018/3/10 16:05,-0.893333333,-4.6,217,18.24016667
20180310161000.jpg,2018/3/10 16:10,-1.1,-4.5,208,17.0785
20180310161500.jpg,2018/3/10 16:15,-1.62,-4.7,188,15.7157
20180310162000.jpg,2018/3/10 16:20,-1.975,-4.8,170,14.3183
20180310162500.jpg,2018/3/10 16:25,-2.375,-4.85,150,12.94485
20180310163000.jpg,2018/3/10 16:30,-3.015,-4.9,135,11.5301
20180311090500.jpg,2018/3/11 9:05,6.58,-5.7,487,37.4333
20180311091000.jpg,2018/3/11 9:10,7.72,-5.1,515.5,38.00355
20180311091500.jpg,2018/3/11 9:15,7.72,-5.65,542,38.78155
20180311092000.jpg,2018/3/11 9:20,7.84,-5.2,592,39.857
20180311092500.jpg,2018/3/11 9:25,8.45,-4.55,617.5,41.19835
20180311093000.jpg,2018/3/11 9:30,10.335,-4.1,629,42.63925
20180311093500.jpg,2018/3/11 9:35,9.08,-4.8,629,43.0513
20180311094000.jpg,2018/3/11 9:40,9.256666667,-4.333333333,623.6666667,44.4535
20180311094500.jpg,2018/3/11 9:45,8.965,-4.15,615,45.05445
20180311095000.jpg,2018/3/11 9:50,10.03,-3.9,613,45.2054
20180311095500.jpg,2018/3/11 9:55,10.63,-3.45,630.5,46.542
20180311100000.jpg,2018/3/11 10:00,11.445,-3.1,632,47.3636
20180311100500.jpg,2018/3/11 10:05,12.68,-2.9,624,47.7088
20180311101000.jpg,2018/3/11 10:10,13.02,-2.8,632,48.138
20180311101500.jpg,2018/3/11 10:15,13.16,-2.7,636,49.5834
20180311102000.jpg,2018/3/11 10:20,13.71,-2.4,636,49.21926667
20180311102500.jpg,2018/3/11 10:25,13.89,-2,645,50.258
20180311103000.jpg,2018/3/11 10:30,14.235,-2.2,641.5,50.28805
20180311103500.jpg,2018/3/11 10:35,15.005,-1.85,649,50.82235
20180311104000.jpg,2018/3/11 10:40,15.87,-1.7,655,51.3654
20180311104500.jpg,2018/3/11 10:45,15.83,-1.75,656.5,51.2185
20180311105000.jpg,2018/3/11 10:50,16.05,-1.9,657,51.9434
20180311105500.jpg,2018/3/11 10:55,16.15,-1.65,662.5,51.9783
20180311110000.jpg,2018/3/11 11:00,16.735,-1.6,668,52.56385
20180311110500.jpg,2018/3/11 11:05,16.97,-1.2,676,52.97075
20180311111000.jpg,2018/3/11 11:10,17.62,-1.2,677,53.5379
20180311111500.jpg,2018/3/11 11:15,17.665,-1.15,677.5,53.6062
20180311112000.jpg,2018/3/11 11:20,17.47,-0.65,675,53.44445
20180311112500.jpg,2018/3/11 11:25,18.825,-0.35,681.5,53.55065
20180311113000.jpg,2018/3/11 11:30,18.66,-0.3,683,53.5567
20180311113500.jpg,2018/3/11 11:35,18.00666667,-0.566666667,680.3333333,53.54853333
20180311114000.jpg,2018/3/11 11:40,18.53,-0.3,679,54.094
20180311114500.jpg,2018/3/11 11:45,18.93,0,682,54.2485
20180311115000.jpg,2018/3/11 11:50,19.065,-0.3,680.5,54.2615
20180311115500.jpg,2018/3/11 11:55,20.37,0.3,680,54.0159
20180311120000.jpg,2018/3/11 12:00,20.13,0.05,674,53.44605
20180311120500.jpg,2018/3/11 12:05,19.89,0.3,683,54.295
20180311121000.jpg,2018/3/11 12:10,19.83,0.45,675,53.5307
20180311121500.jpg,2018/3/11 12:15,20.39,0,677,53.4545
20180311122000.jpg,2018/3/11 12:20,19.795,0.2,670.5,53.43915
20180311122500.jpg,2018/3/11 12:25,19.98,0.65,669,52.8281
20180311123000.jpg,2018/3/11 12:30,20.075,0.6,668.5,52.9863
20180311123500.jpg,2018/3/11 12:35,19.91,0.8,664,52.9677
20180311124000.jpg,2018/3/11 12:40,19.565,1,660,52.54505
20180311124500.jpg,2018/3/11 12:45,19.635,0.8,668,52.4621
20180311125000.jpg,2018/3/11 12:50,19.75,0.95,650.5,51.58945
20180311125500.jpg,2018/3/11 12:55,19.41,1.15,665.5,52.3313
20180311130000.jpg,2018/3/11 13:00,19.575,1.5,585,51.72305
20180311130500.jpg,2018/3/11 13:05,19.49,1.4,656,51.4387
20180311131000.jpg,2018/3/11 13:10,19.305,1.2,649.5,51.44865
20180311131500.jpg,2018/3/11 13:15,18.645,0.9,645.5,50.33805
20180311132000.jpg,2018/3/11 13:20,18.76,1,646,50.3576
20180311132500.jpg,2018/3/11 13:25,17.41,1.2,588,44.15905
20180311133000.jpg,2018/3/11 13:30,17.845,1.6,483.5,45.61305
20180311133500.jpg,2018/3/11 13:35,17.035,1.8,624,46.62165
20180311134000.jpg,2018/3/11 13:40,18.87,1.85,620,48.7293
20180311134500.jpg,2018/3/11 13:45,18.48,1.8,601.5,46.87055
20180311135000.jpg,2018/3/11 13:50,18.39,2,606.5,45.93475
20180311135500.jpg,2018/3/11 13:55,17.53,2.2,610,46.8948
20180311140000.jpg,2018/3/11 14:00,17.97333333,2.233333333,596,45.9025
20180311140500.jpg,2018/3/11 14:05,18.08,2,591,43.8162
20180311141000.jpg,2018/3/11 14:10,15.625,1.95,461.5,35.32295
20180311141500.jpg,2018/3/11 14:15,15.26,2,553,42.3711
20180311142000.jpg,2018/3/11 14:20,15.83333333,2.266666667,564.6666667,42.7793
20180311142500.jpg,2018/3/11 14:25,15.51,2.1,545,41.4709
20180311143000.jpg,2018/3/11 14:30,15.43,2.333333333,515.6666667,38.7184
20180311143500.jpg,2018/3/11 14:35,14.305,2.05,508,38.4173
20180311144000.jpg,2018/3/11 14:40,14.47,2.6,525,39.2385
20180311144500.jpg,2018/3/11 14:45,14.72,2.5,508,38.35426667
20180311145000.jpg,2018/3/11 14:50,14.16,3.1,492,37.3869
20180311145500.jpg,2018/3/11 14:55,13.9,2.8,484,35.82135
20180311150000.jpg,2018/3/11 15:00,13.785,2.9,465.5,35.0922
20180311150500.jpg,2018/3/11 15:05,13.285,3.15,449,34.2191
20180311151000.jpg,2018/3/11 15:10,12.62,3.3,439,33.3275
20180311151500.jpg,2018/3/11 15:15,12.44,3.1,369.5,29.9642
20180311152000.jpg,2018/3/11 15:20,10.62,2.5,407,28.1127
20180311152500.jpg,2018/3/11 15:25,10.44,2.65,396.5,30.9683
20180311153000.jpg,2018/3/11 15:30,10.64,2.9,378,26.5009
20180311153500.jpg,2018/3/11 15:35,9.64,2.7,301,25.701
20180311154000.jpg,2018/3/11 15:40,9.295,2.95,345,26.78605
20180311154500.jpg,2018/3/11 15:45,9.06,3,326,25.9851
20180311155000.jpg,2018/3/11 15:50,8.74,2.95,302.5,24.34285
20180311155500.jpg,2018/3/11 15:55,8.855,3.3,282,22.97925
20180311160000.jpg,2018/3/11 16:00,8.55,3.2,271,21.8753
20180311160500.jpg,2018/3/11 16:05,7.61,3,239,18.79943333
20180311161000.jpg,2018/3/11 16:10,7.055,3,226.5,18.81075
20180311161500.jpg,2018/3/11 16:15,6.91,3.1,207,17.9467
20180311162000.jpg,2018/3/11 16:20,6.115,3.1,188,15.8621
20180311162500.jpg,2018/3/11 16:25,5.735,3.05,170,14.6183
20180311163000.jpg,2018/3/11 16:30,5.2,3,151,12.9966
20180312090500.jpg,2018/3/12 9:05,5.16,0.5,269,19.0779
20180312091000.jpg,2018/3/12 9:10,5.775,0.8,292,19.95795
20180312091500.jpg,2018/3/12 9:15,6.565,0.7,332.5,24.6877
20180312092000.jpg,2018/3/12 9:20,8.35,1.2,365,28.8124
20180312092500.jpg,2018/3/12 9:25,8.975,1.3,376,28.53385
20180312093000.jpg,2018/3/12 9:30,9.535,1.4,437,31.9415
20180312093500.jpg,2018/3/12 9:35,11.14,1.8,479,36.8491
20180312094000.jpg,2018/3/12 9:40,12.34666667,2.3,511.6666667,38.76183333
20180312094500.jpg,2018/3/12 9:45,12.73,2.1,512.5,39.29835
20180312095000.jpg,2018/3/12 9:50,13.12,2.4,531,39.7657
20180312095500.jpg,2018/3/12 9:55,13.66,2.2,529.5,40.6095
20180312100000.jpg,2018/3/12 10:00,13.815,2.4,504,38.93765
20180312100500.jpg,2018/3/12 10:05,13.06,2.4,441,33.3645
20180312101000.jpg,2018/3/12 10:10,13.365,3,525,40.16035
20180312101500.jpg,2018/3/12 10:15,13.85,2.9,487,37.2097
20180312102000.jpg,2018/3/12 10:20,13.68333333,3.166666667,539.6666667,39.3586
20180312102500.jpg,2018/3/12 10:25,14.38,3.45,585,43.34695
20180312103000.jpg,2018/3/12 10:30,15.10666667,3.766666667,602.3333333,45.0221
20180312103500.jpg,2018/3/12 10:35,14.95,3.3,441,36.962
20180312104000.jpg,2018/3/12 10:40,14.785,3.5,441,42.0247
20180312104500.jpg,2018/3/12 10:45,15.08,3.8,492,44.064
20180312105000.jpg,2018/3/12 10:50,15.075,3.9,438,35.02985
20180312105500.jpg,2018/3/12 10:55,15.095,4.15,554,45.18665
20180312110000.jpg,2018/3/12 11:00,16.91,4.6,592.5,46.28405
20180312110500.jpg,2018/3/12 11:05,17.45,5,622.5,47.32165
20180312111000.jpg,2018/3/12 11:10,17.68,4.8,612,47.4671
20180312111500.jpg,2018/3/12 11:15,18.25,5.55,622.5,48.1171
20180312112000.jpg,2018/3/12 11:20,18.39,5.5,625,48.2995
20180312112500.jpg,2018/3/12 11:25,18.815,5.75,627,48.26015
20180312113000.jpg,2018/3/12 11:30,19.01,5.6,629,48.3345
20180312113500.jpg,2018/3/12 11:35,19.455,5.95,626.5,48.4157
20180312114000.jpg,2018/3/12 11:40,19.83,6.3,626,48.5721
20180312114500.jpg,2018/3/12 11:45,20.66,6.8,632,48.9235
20180312115000.jpg,2018/3/12 11:50,20.68,6.8,632,49.20145
20180312115500.jpg,2018/3/12 11:55,20.73,6.9,636.5,49.17815
20180312120000.jpg,2018/3/12 12:00,20.6,7,633,49.044
20180312120500.jpg,2018/3/12 12:05,21.2,7.1,636,49.0826
20180312121000.jpg,2018/3/12 12:10,21.89,7.4,635,48.96535
20180312121500.jpg,2018/3/12 12:15,21.93,7.6,634,48.9469
20180312122000.jpg,2018/3/12 12:20,22.44,7.75,631.5,48.4824
20180312122500.jpg,2018/3/12 12:25,22.54,8.1,630,48.2755
20180312123000.jpg,2018/3/12 12:30,22.66,8.2,618,48.0231
20180312123500.jpg,2018/3/12 12:35,22.39,8.3,621,47.7276
20180312124000.jpg,2018/3/12 12:40,22.235,8.4,619,47.6838
20180312124500.jpg,2018/3/12 12:45,22.18,8.5,611,47.4859
20180312125000.jpg,2018/3/12 12:50,22.305,8.4,616,47.085
20180312125500.jpg,2018/3/12 12:55,22.465,8.65,605,46.1719
20180312130000.jpg,2018/3/12 13:00,21.95,8.8,612,46.76305
20180312130500.jpg,2018/3/12 13:05,22.3,8.8,606,46.2068
20180312131000.jpg,2018/3/12 13:10,22.215,8.8,607.5,46.34285
20180312131500.jpg,2018/3/12 13:15,22.115,9.15,596,45.3565
20180312132000.jpg,2018/3/12 13:20,22.07,9.3,588,45.0621
20180312132500.jpg,2018/3/12 13:25,22.39,9.45,591.5,44.84995
20180312133000.jpg,2018/3/12 13:30,22.335,9.6,589,44.7951
20180312133500.jpg,2018/3/12 13:35,22.19,9.8,587,44.4687
20180312134000.jpg,2018/3/12 13:40,22.36,9.95,577.5,43.7223
20180312134500.jpg,2018/3/12 13:45,22.565,10.55,572,42.9166
20180312135000.jpg,2018/3/12 13:50,22.87,10.2,569,42.5428
20180312135500.jpg,2018/3/12 13:55,22.43,10.6,562,41.81555
20180312140000.jpg,2018/3/12 14:00,22.23,10.9,552,41.17065
20180312140500.jpg,2018/3/12 14:05,21.7,11.1,546,40.5947
20180312141000.jpg,2018/3/12 14:10,21.785,11.1,538,39.66845
20180312141500.jpg,2018/3/12 14:15,22.1,11.1,534,39.1839
20180312142000.jpg,2018/3/12 14:20,22.17333333,11.66666667,518,38.06136667
20180312142500.jpg,2018/3/12 14:25,22.12416667,11.75833333,508.5,37.33318333
20180312143000.jpg,2018/3/12 14:30,22.075,11.85,499,36.605
20180312143500.jpg,2018/3/12 14:35,22.19,12,492.5,35.7044
20180312144000.jpg,2018/3/12 14:40,22.31,12,482,35.0892
20180312144500.jpg,2018/3/12 14:45,22.22,12.33333333,475.3333333,34.06163333
20180312145000.jpg,2018/3/12 14:50,22.33,12.4,444,32.8856
20180312145500.jpg,2018/3/12 14:55,21.855,12.15,379.5,28.5514
20180312150000.jpg,2018/3/12 15:00,19.565,12.05,291,18.02735
20180312150500.jpg,2018/3/12 15:05,19.9675,12.325,337.5,21.539475
20180312151000.jpg,2018/3/12 15:10,20.37,12.6,384,25.0516
20180312151500.jpg,2018/3/12 15:15,19.38,12.4,242.5,17.3335
20180312152000.jpg,2018/3/12 15:20,17.72,12.15,223.5,13.24325
20180312152500.jpg,2018/3/12 15:25,17.2,12.3,293,21.9041
20180312153000.jpg,2018/3/12 15:30,17.16,12.4,217,13.9716
20180312153500.jpg,2018/3/12 15:35,16.24,12.1,142,9.75455
20180312154000.jpg,2018/3/12 15:40,14.545,12,162.5,9.85925
20180312154500.jpg,2018/3/12 15:45,14.41,12.1,226,13.8237
20180312155000.jpg,2018/3/12 15:50,13.91,12,149,9.3013
20180312155500.jpg,2018/3/12 15:55,13.48,11.85,116,7.0135
20180312160000.jpg,2018/3/12 16:00,12.7,11.8,110,6.4692
20180312160500.jpg,2018/3/12 16:05,12.55,11.8,123.5,7.43445
20180312161000.jpg,2018/3/12 16:10,12.47,11.85,100,6.02785
20180312161500.jpg,2018/3/12 16:15,12.26,11.925,120.5,7.546675
20180312162000.jpg,2018/3/12 16:20,12.05,12,141,9.0655
20180312162500.jpg,2018/3/12 16:25,12.4,12.1,113,7.85965
20180312163000.jpg,2018/3/12 16:30,12.64,12.3,101,7.0285
20180313090500.jpg,2018/3/13 9:05,3.16,0.9,240,15.6784
20180313091000.jpg,2018/3/13 9:10,3.585,1.1,316,19.6108
20180313091500.jpg,2018/3/13 9:15,4.005,1.2,254.5,17.0206
20180313092000.jpg,2018/3/13 9:20,3.37,1,232,13.2429
20180313092500.jpg,2018/3/13 9:25,3.256666667,1.2,277.3333333,18.49736667
20180313093000.jpg,2018/3/13 9:30,3.795,1.55,352,24.13315
20180313093500.jpg,2018/3/13 9:35,5.35,2.1,392,28.463
20180313094000.jpg,2018/3/13 9:40,6.24,1.9,412,29.2224
20180313094500.jpg,2018/3/13 9:45,6.95,2.3,434,30.7934
20180313095000.jpg,2018/3/13 9:50,7.505,2.6,442.5,31.7304
20180313095500.jpg,2018/3/13 9:55,7.98,2.85,457,33.36645
20180313100000.jpg,2018/3/13 10:00,8.1,3.1,464,33.8385
20180313100500.jpg,2018/3/13 10:05,8.73,3.25,471.5,34.95705
20180313101000.jpg,2018/3/13 10:10,9.28,3.4,474,35.4844
20180313101500.jpg,2018/3/13 10:15,8.85,3.1,491,37.0811
20180313102000.jpg,2018/3/13 10:20,9.715,3.6,524.5,39.47115
20180313102500.jpg,2018/3/13 10:25,9.95,3.3,528,40.4124
20180313103000.jpg,2018/3/13 10:30,10.705,3.7,528,40.1813
20180313103500.jpg,2018/3/13 10:35,10.615,3.7,530,40.57025
